catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,candidate_code,candidate_code_level,matched_industry_name,raw_fragment,raw_condition,review_status,review_question,source_basis,confidence,runtime_status,source_page
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8415,class,专科医院,及以上的专科医院8415（精神病、康复和,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8416,class,疗养院,医院）以及疗养院8416，床位100张及,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8411,class,综合医院,张以下的综合医院8411、中医医院841,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8412,class,中医医院,411、中医医院8412、中西医结合医院,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8413,class,中西医结合医院,、中西医结合医院8413、民族医院841,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8414,class,民族医院,413、民族医院8414、专科医院841,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,8415,class,专科医院,414、专科医院8415（不含精神病、康,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8431,class,疾病预防控制中心,疾病预防控制中心8431，床位100张以,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8411,class,综合医院,张以下的综合医院8411、中医医院841,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8412,class,中医医院,411、中医医院8412、中西医结合医院,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8413,class,中西医结合医院,、中西医结合医院8413、民族医院841,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8414,class,民族医院,413、民族医院8414、专科医院841,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8415,class,专科医院,414、专科医院8415、疗养院8416,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,8416,class,疗养院,8415、疗养院8416,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,LIKELY_CLASS_CODE_NEED_SCOPE_CONFIRM,该数字是否为名录条件中的行业代码范围/例外项，而不是规模阈值或脚注编号？,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv; industry_catalog_base.csv GB/T 4754 base,LOW,DRAFT_NOT_FOR_RUNTIME,20
