catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,raw_condition,applies_status,predicate_count,normalized_predicates_json,confirmation_questions_json,audit_flags,normalization_confidence,runtime_status,source_page
13,八、农副食品加工业13,屠宰及肉类加工135,135,SIMPLIFIED,年屠宰生猪2 万头及以上10 万头以 下的，年屠宰肉牛0.2 万头及以上1 万头以下的，年屠宰肉羊2.5 万头及 以上15 万头以下的，年屠宰禽类100 万只及以上1000 万只以下的，年加 工肉禽类2 万吨及以上的,APPLIES_IF_CONDITION_MET,14,"[{""predicate_type"": ""threshold_range"", ""metric"": ""annual_slaughter_pig"", ""operator"": ""gte_and_lt"", ""lower_value"": 20000, ""lower_unit"": ""head_per_year"", ""lower_inclusive"": true, ""upper_value"": 100000, ""upper_unit"": ""head_per_year"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年屠宰生猪2万头及以上10万头以下"", ""metric_source_keyword"": ""年屠宰生猪"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold_range"", ""metric"": ""annual_slaughter_cattle"", ""operator"": ""gte_and_lt"", ""lower_value"": 2000, ""lower_unit"": ""head_per_year"", ""lower_inclusive"": true, ""upper_value"": 10000, ""upper_unit"": ""head_per_year"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年屠宰肉牛0.2万头及以上1万头以下"", ""metric_source_keyword"": ""年屠宰肉牛"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold_range"", ""metric"": ""annual_slaughter_sheep"", ""operator"": ""gte_and_lt"", ""lower_value"": 25000, ""lower_unit"": ""head_per_year"", ""lower_inclusive"": true, ""upper_value"": 150000, ""upper_unit"": ""head_per_year"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年屠宰肉羊2.5万头及以上15万头以下"", ""metric_source_keyword"": ""年屠宰肉羊"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold_range"", ""metric"": ""annual_slaughter_poultry"", ""operator"": ""gte_and_lt"", ""lower_value"": 1000000, ""lower_unit"": ""head_per_year"", ""lower_inclusive"": true, ""upper_value"": 10000000, ""upper_unit"": ""head_per_year"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年屠宰禽类100万只及以上1000万只以下"", ""metric_source_keyword"": ""年屠宰禽类"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_meat_poultry_processing"", ""operator"": ""gte"", ""value"": 20000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年加工肉禽类2万吨及以上"", ""metric_source_keyword"": ""年加工肉禽类"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""年屠宰生猪2万头及以上10万""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""生猪2万头及以上10万头以下的，年屠""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""下的，年屠宰肉牛0.2万头及以上1万头""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""0.2万头及以上1万头以下的，年屠""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""下的，年屠宰肉羊2.5万头及以上15万""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""15"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""2.5万头及以上15万头以下的，年屠""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""100"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""下的，年屠宰禽类100万只及以上100""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1000"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""100万只及以上1000万只以下的，年加""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""的，年加工肉禽类2万吨及以上的""}]","[""请确认 annual_slaughter_pig 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_slaughter_cattle 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_slaughter_sheep 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_slaughter_poultry 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_meat_poultry_processing 对应的实际规模/用量/产能，并提供证据。""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,5
13,八、农副食品加工业13,屠宰及肉类加工135,135,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
14,八、农副食品加工业13,水产品加工136,136,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,5
14,八、农副食品加工业13,水产品加工136,136,SIMPLIFIED,年加工10 万吨及以上的水产品冷冻 加工1361、鱼糜制品及水产品干腌制 加工1362、鱼油提取及制品制造 1363、其他水产品加工1369,ELSE_CONDITION,7,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 100000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年加工10万吨及以上"", ""metric_source_keyword"": ""年加工"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""年加工10万吨及以上的水产""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1361"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""的水产品冷冻加工1361、鱼糜制品及水产""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1362"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""水产品干腌制加工1362、鱼油提取及制品""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1363"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""油提取及制品制造1363、其他水产品加工""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1369"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""、其他水产品加工1369""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。""]",else_condition_requires_peer_condition_exclusion;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,5
14,八、农副食品加工业13,水产品加工136,136,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
15,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,KEY,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
15,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
15,八、农副食品加工业13,蔬菜、菌类、水果和坚果加工137,137,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
16,八、农副食品加工业13,其他农副食品加工139,139,KEY,年加工能力15 万吨玉米或者1.5 万 吨薯类及以上的淀粉生产或者年产1 万吨及以上的淀粉制品生产，有发酵 工艺的淀粉制品,APPLIES_IF_CONDITION_MET,5,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""fermentation_process"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""有发酵工艺"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 10000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""年加工能力15万吨玉米或者1.5万吨薯类及以上的淀粉生产或者年产1万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""15"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""年加工能力15万吨玉米或者1.""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""15万吨玉米或者1.5万吨薯类及以上的""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""淀粉生产或者年产1万吨及以上的淀粉""}]","[""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。"", ""是否存在对应的染色、印花、水洗、鞣制或发酵工序？""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,5
16,八、农副食品加工业13,其他农副食品加工139,139,SIMPLIFIED,除重点管理以外的年加工能力1.5 万 吨及以上玉米、0.1 万吨及以上薯类 或豆类、4.5 万吨及以上小麦的淀粉 生产、年产0.1 万吨及以上的淀粉制 品生产（不含有发酵工艺的淀粉制 品）,APPLIES_IF_CONDITION_MET,9,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""fermentation_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""有发酵工艺"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 15000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""除重点管理以外的年加工能力1.5万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 1000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""0.1万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""INHERITED_FROM_LEFT_CONTEXT"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_processing_capacity"", ""operator"": ""gte"", ""value"": 45000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""4.5万吨及以上"", ""metric_source_keyword"": ""年加工能力"", ""metric_inference"": ""INHERITED_FROM_LEFT_CONTEXT"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 1000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年产0.1万吨及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""以外的年加工能力1.5万吨及以上玉米、""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""万吨及以上玉米、0.1万吨及以上薯类或""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""4.5"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""以上薯类或豆类、4.5万吨及以上小麦的""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""0.1"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""的淀粉生产、年产0.1万吨及以上的淀粉""}]","[""请确认 annual_processing_capacity 对应的实际规模/用量/产能，并提供证据。"", ""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。"", ""是否存在对应的染色、印花、水洗、鞣制或发酵工序？""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,5
16,八、农副食品加工业13,其他农副食品加工139,139,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,5
17,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,6
17,九、食品制造业14,方便食品制造143，其他食品制造149,143;149,SIMPLIFIED,米、面制品制造1431﹡，速冻食品制 造1432﹡，方便面制造1433﹡，其 他方便食品制造1439﹡，食品及饲料 添加剂制造1495﹡，以上均不含手工 制作、单纯混合或者分装的,ELSE_CONDITION,8,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""simple_mixing_or_packaging"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单纯混合或者分装"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1431"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""米、面制品制造1431﹡，速冻食品制造""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1432"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""﹡，速冻食品制造1432﹡，方便面制造1""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1433"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""2﹡，方便面制造1433﹡，其他方便食品""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1439"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他方便食品制造1439﹡，食品及饲料添""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""1495"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""及饲料添加剂制造1495﹡，以上均不含手""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,6
